flare_id,log,n_flashes,flare_len_s,beacon_id,night,since_dusk_s,glyph,shape_id,flourish,region,cluster,cluster_num,date_seen
FLR-00317,LAMP,5,0.7081417,1,N-031,150.5765,,2,0,,,,
FLR-00318,RIDGE,8,0.325,5562,,,8i,,,R1,U,11,24/01/2010
FLR-00319,RIDGE,9,1.2007,0,,,9R,,,R1,J,4,31/01/2009
FLR-00320,RIDGE,5,1.3621129,0,,,1+1+3,,,R1,S,9,29-04-2014
FLR-00321,RIDGE,5,1.2262084,0,,,1+1+3,,,R1,S,9,29-04-2014
FLR-00322,RIDGE,4,1.0652464,0,,,4R2,,,R1,A,1,02/03/2015
FLR-00323,LAMP,5,0.3224628,3,N-003,18866.339,,2,0,,,,
FLR-00324,RIDGE,5,1.347575,0,,,1+1+3,,,R1,J,4,10-04-2015
FLR-00325,RIDGE,5,0.865,0,,,1+1+3,,,R1,V,12,03/02/2010
FLR-00326,RIDGE,5,0.343,5560,,,5R1,,,R1,F,3,18/02/2009
FLR-00327,LAMP,5,0.9664,1,N-003,15685.8098,,2,0,,,,
FLR-00328,RIDGE,5,1.0183704,0,,,1+1+3,,,R1,J,4,12/05/2016
FLR-00329,RIDGE,5,0.8154333,5586,,,1+1+3,,,R1,A,1,02/03/2015
FLR-00330,RIDGE,5,1.2745834,5151,,,1+1+3,,,R1,U,11,19-03-2015
FLR-00331,RIDGE,5,1.245589,0,,,1+1+3,,,R1,U,11,31-03-2015
FLR-00332,LAMP,5,1.1978347,2,N-017,29137.5624,,2,0,,,,
FLR-00333,RIDGE,5,0.324,0,,,5R1,,,R1,T,10,11/03/2010
FLR-00334,RIDGE,4,1.0446083,0,,,4-SMUDGE,,,R1,A,1,02/03/2015
FLR-00335,RIDGE,5,1.4229,0,,,1+1+3,,,R1,U,11,19-03-2015
FLR-00336,RIDGE,5,1.0667,0,,,5R3,,,R2,P,7,25/04/2008
FLR-00337,LAMP,5,0.99164,2,N-045,2449.7009,,2,0,,,,
FLR-00338,LAMP,5,1.2431167,2,N-030,9510.9687,,2,0,,,,
FLR-00339,RIDGE,5,0.7755084,0,,,1+1+3,,,R1,J,4,12-05-2016
FLR-00340,RIDGE,5,0.768474,5979,,,1+1+3,,,R1,J,4,10-04-2015
FLR-00341,RIDGE,5,0.345,0,,,5R1,,,R1,T,10,04/02/2010
FLR-00342,RIDGE,5,1.3901084,5759,,,1+1+3,,,R1,S,9,29-04-2014
FLR-00343,RIDGE,5,1.343025,5560,,,1+1+3,,,R1,F,3,31/03/2015
FLR-00344,RIDGE,5,1.2557917,5151,,,1+1+3,,,R1,U,11,26/03/2015
FLR-00345,RIDGE,9,0.6191303,0,,,9i,,,R1,U,11,31-03-2015
FLR-00346,RIDGE,8,0.3363615,0,,,8i,,,R1,A,1,16-04-2014
FLR-00347,LAMP,5,1.254775,4,N-014,5198.9347,,2,0,,,,
FLR-00348,LAMP,4,0.9013667,2,N-001,246.3526,,0,0,,,,
FLR-00349,RIDGE,5,0.3237319,5759,,,5R1,,,R1,S,9,01-04-2015
FLR-00350,RIDGE,5,0.775775,5586,,,1+1+3,,,R1,A,1,02/03/2015
FLR-00351,RIDGE,5,0.296,0,,,5R1,,,R1,D,2,21/03/2008
FLR-00352,RIDGE,4,0.9199125,0,,,4R2,,,R1,A,1,02/03/2015
FLR-00353,LAMP,5,0.900125,1,N-011,1966.9832,,2,0,,,,
FLR-00354,RIDGE,5,0.3277333,0,,,5R1,,,R1,S,9,01-04-2015
FLR-00355,RIDGE,5,0.33,0,,,5R1,,,R1,T,10,12/03/2010
FLR-00356,LAMP,5,0.8137333,1,N-002,14535.6927,,2,0,,,,
FLR-00357,RIDGE,8,1.7224,5727,,,8-SMUDGE,,,R1,F,3,04/03/2010
FLR-00358,RIDGE,5,1.1331,0,,,5R3,,,R2,K,5,03/06/2012
FLR-00359,RIDGE,4,0.5865,5722,,,4D,,,R1,F,3,09/03/2005
FLR-00360,LAMP,5,0.3175329,2,N-031,145.8432,,2,0,,,,
FLR-00361,LAMP,5,1.2806466,1,N-018,33029.8457,,2,0,,,,
FLR-00362,RIDGE,5,0.8294,0,,,1+1+3,,,R1,J,4,06/02/2010
FLR-00363,RIDGE,4,0.9791,0,,,4R2,,,R2,K,5,03/06/2012
FLR-00364,RIDGE,5,1.0539,0,,,5R3,,,R2,K,5,03/06/2012
FLR-00365,RIDGE,5,1.04,0,,,1+1+3,,,R1,R,8,19/04/2008
FLR-00366,RIDGE,5,0.982525,5759,,,1+1+3,,,R1,S,9,01-04-2015
FLR-00367,RIDGE,5,0.936,0,,,1+1+3,,,R1,A,1,20/01/2010
FLR-00368,RIDGE,5,0.3226273,0,,,5R1,,,R1,A,1,24-04-2016
FLR-00369,RIDGE,4,1.0445317,0,,,4R2,,,R1,A,1,16-04-2014
FLR-00370,LAMP,5,1.2615333,1,N-015,13047.9037,,2,0,,,,
FLR-00371,RIDGE,3,0.2986611,0,,,3D,,,R1,A,1,02/03/2015
FLR-00372,LAMP,4,1.0003497,2,N-003,15694.7248,,0,0,,,,
FLR-00373,RIDGE,5,1.0662,0,,,5R3,,,R2,K,5,03/06/2012
FLR-00374,LAMP,5,1.3410315,2,N-045,5043.4773,,2,0,,,,
FLR-00375,LAMP,5,0.3284584,1,N-014,5887.6821,,2,0,,,,
FLR-00376,RIDGE,3,0.1544135,0,,,3D,,,R1,S,9,29-04-2014
FLR-00377,RIDGE,5,0.5094,5979,,,5R2,,,R1,J,4,31/01/2009
FLR-00378,LAMP,5,1.2778008,1,N-018,33042.4935,,2,0,,,,
FLR-00379,LAMP,5,1.3458955,1,N-006,8644.3819,,2,0,,,,
FLR-00380,RIDGE,7,1.0692,5722,,,7D1,,,R1,F,3,12/02/2010
FLR-00381,RIDGE,5,1.1653194,0,,,1+1+3,,,R1,U,11,19-03-2015
FLR-00382,RIDGE,7,0.9915,5722,,,7D1,,,R1,F,3,12/02/2010
FLR-00383,RIDGE,4,0.5077,5722,,,4D,,,R1,F,3,04/03/2010
FLR-00384,RIDGE,3,0.1188,6070/6068,,,3R,,,R1,F,3,04/03/2010
FLR-00385,RIDGE,5,0.3653,6035,,,5R1,,,R1,U,11,18/02/2009
FLR-00386,RIDGE,5,0.659,0,,,5-SMUDGE,,,R1,R,8,19/04/2008
FLR-00387,RIDGE,5,1.1319,0,,,5R3,,,R2,K,5,03/06/2012
FLR-00388,RIDGE,5,0.765,0,,,1+1+3,,,R1,T,10,10/03/2010
FLR-00389,RIDGE,5,0.3097917,0,,,5R1,,,R1,S,9,01-04-2015
FLR-00390,LAMP,5,1.1114969,4,N-003,15797.3381,,2,0,,,,
FLR-00391,RIDGE,5,0.9714,0,,,5R3,,,R2,K,5,03/06/2012
FLR-00392,LAMP,5,0.3181916,2,N-003,18845.5093,,2,0,,,,
FLR-00393,RIDGE,5,0.814625,5586,,,1+1+3,,,R1,A,1,02/03/2015
FLR-00394,RIDGE,5,0.3295,5560,,,5R1,,,R1,F,3,23/01/2005
FLR-00395,RIDGE,5,1.1683333,5981,,,1+1+3,,,R1,J,4,10-04-2015
FLR-00396,RIDGE,5,1.2558166,0,,,1+1+3,,,R1,F,3,31/03/2015
FLR-00397,RIDGE,5,0.9180026,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-00398,LAMP,5,0.8290101,2,N-045,5962.7902,,2,0,,,,
FLR-00399,LAMP,5,1.15435,1,N-041,2903.5233,,2,0,,,,
FLR-00400,RIDGE,4,0.5223,5722,,,4D,,,R1,F,3,23/03/2008
FLR-00401,RIDGE,5,1.0434,0,,,5R3,,,R2,K,5,03/06/2012
FLR-00402,LAMP,4,0.9370036,3,N-002,14626.3338,,0,0,,,,
FLR-00403,LAMP,5,1.3818607,2,N-004,25047.5754,,2,0,,,,
FLR-00404,RIDGE,5,1.1689,5561,,,1+1+3,,,R1,F,3,04/03/2010
FLR-00405,RIDGE,5,0.6435,0,,,2+3,,,R1,F,3,23/01/2005
FLR-00406,RIDGE,5,0.525226,0,,,5R2,,,R1,A,1,02/03/2015
FLR-00407,LAMP,5,0.8082583,1,N-032,10131.7706,,2,0,,,,
FLR-00408,RIDGE,5,1.1149,5151,,,1+1+3,,,R1,U,11,19-03-2015
FLR-00409,RIDGE,6,0.4067,0,,,6i,,,R1,J,4,04/05/2008
FLR-00410,RIDGE,5,0.9625322,0,,,1+1+3,,,R1,J,4,12/05/2016
FLR-00411,LAMP,5,0.8866917,1,N-005,862.7423,,2,0,,,,
FLR-00412,RIDGE,6,0.384,0,,,6i,,,R1,V,12,26/01/2010
FLR-00413,RIDGE,4,1.1657,0,,,4-SMUDGE,,,R2,P,7,25/04/2008
FLR-00414,RIDGE,5,1.2017,5561,,,1+1+3,,,R1,F,3,03/02/2005
FLR-00415,RIDGE,5,0.8601,5562,,,1+1+3,,,R1,U,11,24/01/2010
FLR-00416,RIDGE,10,0.4446,5560,,,10i,,,R1,F,3,07/02/2005
FLR-00417,RIDGE,5,0.3222,5726,,,5R1,,,R1,S,9,01-04-2015
FLR-00418,RIDGE,5,0.6097333,5726,,,2+3,,,R1,S,9,01-04-2015
FLR-00419,LAMP,5,1.2564395,2,N-030,9494.9027,,2,0,,,,
FLR-00420,RIDGE,5,0.8128416,5151,,,1+1+3,,,R1,U,11,26/03/2015
FLR-00421,RIDGE,4,0.4912,5722,,,4D,,,R1,F,3,11/02/2010
FLR-00422,LAMP,5,0.9642988,2,N-024,14589.032,,2,0,,,,
FLR-00423,RIDGE,5,0.552,0,,,5R2,,,R1,N,6,02/04/2010
FLR-00424,LAMP,4,0.809764,2,N-003,15649.2835,,0,0,,,,
FLR-00425,RIDGE,4,0.5338,5722,,,4D,,,R1,F,3,23/02/2008
FLR-00426,RIDGE,5,0.8556833,5586,,,1+1+3,,,R1,A,1,02/03/2015
FLR-00427,RIDGE,8,0.4412,6035,,,8i,,,R1,U,11,11/02/2010
FLR-00428,LAMP,5,1.1875911,3,N-033,18497.5899,,2,0,,,,
FLR-00429,LAMP,6,0.7099417,2,N-009,717.4496,,10,0,,,,
FLR-00430,LAMP,4,0.8943575,2,N-001,259.4142,,0,0,,,,
FLR-00431,RIDGE,5,1.1402,0,,,5R3,,,R2,P,7,24/04/2008
FLR-00432,LAMP,5,0.327625,1,N-017,29898.4914,,4,0,,,,
FLR-00433,RIDGE,5,0.9832,5978,,,1+1+3,,,R1,J,4,31/01/2009
FLR-00434,RIDGE,5,1.2521,5978,,,1+1+3,,,R1,J,4,15/02/2007
FLR-00435,RIDGE,5,1.1359794,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-00436,RIDGE,5,1.049,0,,,1+1+3,,,R1,A,1,20/01/2010
FLR-00437,RIDGE,5,0.8552,5978,,,1+1+3,,,R1,J,4,03/05/2008
FLR-00438,RIDGE,5,0.195,0,,,5-SMUDGE,,,R1,D,2,01/04/2010
FLR-00439,RIDGE,5,1.4612916,5987,,,1+1+3,,,R1,J,4,24-04-2014
FLR-00440,RIDGE,5,0.3137917,5987,,,5R1,,,R1,J,4,12-05-2016
FLR-00441,RIDGE,5,0.4921559,0,,,5R2,,,R1,F,3,31/03/2015
FLR-00442,RIDGE,5,0.334,0,,,5R1,,,R1,V,12,03/02/2010
FLR-00443,LAMP,7,0.5498084,1,N-014,1216.6254,,8,0,,,,
FLR-00444,RIDGE,5,0.3642508,0,,,5R1,,,R1,A,1,02/03/2015
FLR-00445,RIDGE,5,1.2266,0,,,5R3,,,R2,P,7,25/04/2008
FLR-00446,RIDGE,5,1.19745,5151,,,1+1+3,,,R1,U,11,26/03/2015
FLR-00447,RIDGE,5,1.2450834,5560,,,1+1+3,,,R1,F,3,31/03/2015
FLR-00448,LAMP,5,1.1107251,3,N-022,27688.5335,,2,0,,,,
FLR-00449,RIDGE,5,0.9434,0,,,1+1+3,,,R1,F,3,04/03/2010
FLR-00450,RIDGE,5,1.0192204,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-00451,LAMP,5,1.261975,1,N-011,863.5318,,2,0,,,,
FLR-00452,LAMP,5,1.0699353,3,N-003,15855.6085,,2,0,,,,
FLR-00453,LAMP,5,1.2511417,3,N-033,18518.2259,,2,0,,,,
FLR-00454,RIDGE,6,0.7583,6058,,,6-SMUDGE,,,R1,U,11,11/02/2010
FLR-00455,RIDGE,5,1.3393583,5151,,,1+1+3,,,R1,U,11,26/03/2015
FLR-00456,RIDGE,5,0.7149315,0,,,1+1+3,,,R1,S,9,01-04-2015
FLR-00457,LAMP,5,1.1668047,3,N-012,9518.4736,,2,0,,,,
FLR-00458,RIDGE,5,1.3589398,0,,,1+1+3,,,R1,U,11,31-03-2015
FLR-00459,RIDGE,6,1.6346084,5987,,,6-SMUDGE,,,R1,J,4,24-04-2014
FLR-00460,LAMP,5,1.2818,2,N-014,1109.6497,,2,0,,,,
FLR-00461,RIDGE,5,0.886,0,,,1+1+3,,,R1,D,2,01/04/2010
FLR-00462,RIDGE,5,0.8069,0,,,1+1+3,,,R1,J,4,06/02/2010
FLR-00463,RIDGE,5,0.3519,0,,,5R1,,,R1,U,11,01/02/2010
FLR-00464,RIDGE,7,0.7915,0,,,7D1,,,R1,F,3,04/03/2010
FLR-00465,RIDGE,5,0.6817873,0,,,5-SMUDGE,,,R1,U,11,26/03/2015
FLR-00466,RIDGE,5,1.356,5979,,,1+1+3,,,R1,J,4,04/05/2008
FLR-00467,RIDGE,5,0.3419166,5987,,,5R1,,,R1,J,4,24-04-2014
FLR-00468,RIDGE,5,0.31,0,,,5R1,,,R1,T,10,15/04/2010
FLR-00469,RIDGE,5,0.788,0,,,1+1+3,,,R1,V,12,03/02/2010
FLR-00470,RIDGE,5,0.7301,5727,,,1+1+3,,,R1,F,3,23/03/2008
FLR-00471,LAMP,5,1.2049111,2,N-041,2913.0588,,2,0,,,,
FLR-00472,LAMP,5,1.1853476,2,N-022,27687.8931,,2,0,,,,
FLR-00473,RIDGE,5,1.507,0,,,5R3,,,R2,K,5,02/06/2012
FLR-00474,RIDGE,5,1.0558619,0,,,1+1+3,,,R1,U,11,26/03/2015
FLR-00475,LAMP,5,1.2064134,2,N-038,3582.6646,,2,0,,,,
FLR-00476,LAMP,5,0.7045598,2,N-044,27738.2767,,2,0,,,,
FLR-00477,RIDGE,9,0.334,0,,,9i,,,R1,V,12,26/01/2010
FLR-00478,LAMP,5,0.8143,2,N-003,17562.4562,,2,0,,,,
FLR-00479,RIDGE,5,0.927,0,,,5-SMUDGE,,,R2,K,5,03/06/2012
FLR-00480,RIDGE,4,0.5,5722,,,4D,,,R1,F,3,23/01/2010
FLR-00481,RIDGE,5,0.3148434,0,,,5R1,,,R1,A,1,24-04-2016
FLR-00482,RIDGE,5,1.0598,0,,,5R3,,,R2,K,5,03/06/2012
FLR-00483,RIDGE,4,0.5009,5722,,,4D,,,R1,F,3,27/02/2005
FLR-00484,LAMP,5,0.98795,1,N-002,14446.3369,,2,0,,,,
FLR-00485,LAMP,8,1.4049917,1,N-001,3947.1796,,9,0,,,,
FLR-00486,RIDGE,6,1.3022,0,,,6R,,,R2,K,5,02/06/2012
FLR-00487,RIDGE,5,1.351,5727,,,1+1+3,,,R1,F,3,12/02/2010
FLR-00488,RIDGE,4,0.387,0,,,1+32,,,R1,N,6,02/04/2010
FLR-00489,LAMP,8,0.3114156,3,N-036,27621.7106,,13,0,,,,
FLR-00490,RIDGE,5,0.82,0,,,1+1+3,,,R1,A,1,26/03/2010
FLR-00491,RIDGE,5,1.3265118,0,,,1+1+3,,,R1,F,3,31/03/2015
FLR-00492,RIDGE,4,0.5195,6035,,,4D,,,R1,U,11,11/02/2010
FLR-00493,LAMP,5,1.4225333,1,N-002,13799.2198,,2,0,,,,
FLR-00494,RIDGE,5,1.0144,0,,,5R3,,,R2,K,5,03/06/2012
FLR-00495,RIDGE,5,1.1037,5560,,,1+1+3,,,R1,F,3,01/02/2005
FLR-00496,LAMP,23,1.1675435,2,N-035,30956.4676,,17,0,,,,
FLR-00497,LAMP,21,1.2067012,3,N-046,8924.7572,,17,0,,,,
FLR-00498,RIDGE,6,0.8658083,0,,,6-SMUDGE,,,R1,A,1,02/03/2015
FLR-00499,RIDGE,5,1.4154667,5987,,,1+1+3,,,R1,J,4,24-04-2014
FLR-00500,RIDGE,5,0.8723,5978,,,1+1+3,,,R1,J,4,03/05/2008
FLR-00501,RIDGE,7,1.1577,0,,,7D1,,,R1,F,3,04/03/2010
FLR-00502,RIDGE,5,0.83,0,,,1+1+3,,,R1,D,2,18/03/2010
FLR-00503,RIDGE,5,1.4165,0,,,5R3,,,R2,P,7,25/04/2008
FLR-00504,RIDGE,5,1.0078,0,,,5R3,,,R2,P,7,24/04/2008
FLR-00505,RIDGE,5,0.347,0,,,5R1,,,R1,N,6,21/03/2010
FLR-00506,LAMP,4,0.783075,1,N-034,10070.0355,,0,0,,,,
FLR-00507,RIDGE,5,0.311,0,,,5R1,,,R1,D,2,06/02/2010
FLR-00508,LAMP,18,1.100525,1,N-001,3951.7159,,17,0,,,,
FLR-00509,RIDGE,5,1.1723302,0,,,1+1+3,,,R1,S,9,01-04-2015
FLR-00510,LAMP,4,0.8341406,2,N-001,3887.298,,0,0,,,,
FLR-00511,RIDGE,5,0.351,0,,,5R1,,,R1,R,8,10/04/2008
FLR-00512,LAMP,4,1.03065,2,N-001,160.9444,,0,0,,,,
FLR-00513,LAMP,5,0.7910834,2,N-003,15932.5483,,2,0,,,,
FLR-00514,LAMP,5,1.0942586,3,N-003,15598.3641,,2,0,,,,
FLR-00515,RIDGE,9,0.386181,0,,,9i,,,R1,A,1,02-03-2015
FLR-00516,RIDGE,4,1.2238037,0,,,4R2,,,R1,A,1,02-03-2015
FLR-00517,LAMP,5,1.3811825,2,N-020,11679.3382,,2,0,,,,
FLR-00518,LAMP,22,1.231944,2,N-048,46.6047,,17,0,,,,
FLR-00519,RIDGE,5,1.3927667,5987,,,1+1+3,,,R1,J,4,24-04-2014
FLR-00520,LAMP,5,1.3316934,2,N-004,25032.2946,,2,0,,,,
FLR-00521,RIDGE,5,1.1125,5727,,,1+1+3,,,R1,F,3,03/02/2005
FLR-00522,RIDGE,5,1.0918,0,,,5R3,,,R2,P,7,05/03/2011
FLR-00523,RIDGE,4,0.557,5722,,,4D,,,R1,F,3,06/03/2005
FLR-00524,LAMP,5,1.2768244,2,N-033,18421.7163,,2,0,,,,
FLR-00525,LAMP,1,0,3,N-003,16982.0152,,17,0,,,,
FLR-00526,RIDGE,5,0.71765,5979,,,1+1+3,,,R1,J,4,10-04-2015
FLR-00527,RIDGE,5,0.3341264,0,,,5R1,,,R1,A,1,24-04-2016
FLR-00528,LAMP,5,0.3327917,2,N-029,560.3849,,4,0,,,,
FLR-00529,RIDGE,5,1.11915,5586,,,1+1+3,,,R1,A,1,02/03/2015
FLR-00530,LAMP,5,0.8201478,2,N-003,17508.8065,,2,0,,,,
FLR-00531,RIDGE,7,1.0056,0,,,7D1,,,R1,F,3,04/03/2010
FLR-00532,RIDGE,5,0.4923169,0,,,5R2,,,R1,U,11,19-03-2015
FLR-00533,RIDGE,5,0.3335834,6052,,,5R1,,,R1,S,9,29-04-2014
FLR-00534,RIDGE,5,1.1405055,0,,,1+1+3,,,R1,U,11,26/03/2015
FLR-00535,LAMP,5,0.8541109,3,N-003,15647.8743,,2,0,,,,
FLR-00536,RIDGE,7,0.25,0,,,7i,,,R1,T,10,21/01/2010
FLR-00537,RIDGE,5,1.0039,5722,,,5-SMUDGE,,,R1,F,3,12/02/2010
FLR-00538,RIDGE,5,0.8135655,0,,,1+1+3,,,R1,U,11,26/03/2015
FLR-00539,RIDGE,4,1.1113083,5586,,,4-SMUDGE,,,R1,A,1,02/03/2015
FLR-00540,RIDGE,6,0.411419,0,,,6i,,,R1,A,1,24-04-2016
FLR-00541,LAMP,5,1.1077444,2,N-046,8967.2505,,2,0,,,,
FLR-00542,RIDGE,5,0.518,0,,,5R2,,,R1,N,6,03/04/2010
FLR-00543,RIDGE,5,1.3563166,5151,,,1+1+3,,,R1,U,11,19-03-2015
FLR-00544,RIDGE,4,0.9370036,0,,,4R2,,,R1,A,1,02/03/2015
FLR-00545,RIDGE,5,0.4928917,0,,,5R2,,,R1,F,3,31/03/2015
FLR-00546,RIDGE,5,1.2806,0,,,1+1+3,,,R1,J,4,24-04-2014
FLR-00547,LAMP,5,1.1831167,1,N-015,13084.2902,,2,0,,,,
FLR-00548,LAMP,5,1.0269077,2,N-002,14416.5299,,2,0,,,,
FLR-00549,RIDGE,5,1.2356913,0,,,1+1+3,,,R1,U,11,26/03/2015
FLR-00550,RIDGE,5,0.415,0,,,5R1,,,R1,V,12,26/01/2010
FLR-00551,RIDGE,5,0.8077313,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-00552,RIDGE,5,1.0571,0,,,5R3,,,R2,K,5,03/06/2012
FLR-00553,LAMP,5,1.173585,2,N-013,21848.4109,,2,0,,,,
FLR-00554,RIDGE,5,1.2720333,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-00555,RIDGE,10,0.219,0,,,10i,,,R1,T,10,21/01/2010
FLR-00556,LAMP,5,1.1149,1,N-005,3301.271,,2,0,,,,
FLR-00557,RIDGE,5,1.3146,5727,,,1+1+3,,,R1,F,3,12/02/2010
FLR-00558,RIDGE,5,1.3241784,0,,,1+1+3,,,R1,J,4,10-04-2015
FLR-00559,RIDGE,5,1.2271,5561,,,1+1+3,,,R1,F,3,03/02/2005
FLR-00560,RIDGE,5,0.501,0,,,5-SMUDGE,,,R1,V,12,26/01/2010
FLR-00561,LAMP,5,0.3338247,2,N-025,15197.2427,,4,0,,,,
FLR-00562,RIDGE,5,1.2081619,0,,,1+1+3,,,R1,U,11,19-03-2015
FLR-00563,LAMP,5,1.2312114,2,N-003,16761.7842,,2,0,,,,
FLR-00564,LAMP,5,0.7822583,1,N-005,865.4178,,2,0,,,,
FLR-00565,LAMP,5,0.32245,1,N-026,5982.6298,,4,0,,,,
FLR-00566,LAMP,5,1.2857822,3,N-022,27706.8543,,2,0,,,,
FLR-00567,RIDGE,5,0.998,0,,,1+1+3,,,R1,V,12,03/02/2010
FLR-00568,RIDGE,5,0.3114916,0,,,5R1,,,R1,J,4,10-04-2015
FLR-00569,RIDGE,5,1.0582238,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-00570,LAMP,7,0.457975,1,N-041,4502.0301,,8,0,,,,
FLR-00571,RIDGE,5,0.974,0,,,1+1+3,,,R1,A,1,25/02/2010
FLR-00572,LAMP,5,1.0572583,1,N-003,16976.4422,,2,0,,,,
FLR-00573,LAMP,5,0.7009417,1,N-035,30860.7853,,15,0,,,,
FLR-00574,LAMP,5,1.3436011,1,N-015,13114.6912,,2,0,,,,
FLR-00575,LAMP,5,0.5400417,1,N-014,620.0985,,4,0,,,,
FLR-00576,RIDGE,5,0.3651927,0,,,5-SMUDGE,,,R1,A,1,02/03/2015
FLR-00577,RIDGE,9,0.414,0,,,9i,,,R1,N,6,21/03/2010
FLR-00578,RIDGE,5,1.2620331,0,,,1+1+3,,,R1,J,4,10-04-2015
FLR-00579,RIDGE,4,1.0628417,5719,,,4R2,,,R1,A,1,16-04-2014
FLR-00580,LAMP,19,1.1594167,1,N-001,216.1238,,17,0,,,,
FLR-00581,RIDGE,4,0.8381756,0,,,4R2,,,R2,ZZZ,13,12-04-2016
FLR-00582,RIDGE,5,1.169637,0,,,5R3,,,R2,ZZZ,13,12-04-2016
FLR-00583,RIDGE,5,0.7814,0,,,1+1+3,,,R1,F,3,04/03/2010
FLR-00584,LAMP,8,1.422683,2,N-020,11730.2693,,9,1,,,,
FLR-00585,RIDGE,5,0.9733,0,,,1+1+3,,,R1,U,11,31-03-2015
FLR-00586,LAMP,5,1.0838883,2,N-003,15854.2687,,2,0,,,,
FLR-00587,RIDGE,4,0.1842,0,,,4R1,,,R1,F,3,04/03/2010
FLR-00588,RIDGE,5,1.3902167,6052,,,1+1+3,,,R1,S,9,29-04-2014
FLR-00589,LAMP,4,1.0187389,2,N-001,185.827,,0,0,,,,
FLR-00590,RIDGE,5,0.857,0,,,1+1+3,,,R1,A,1,17/03/2010
FLR-00591,RIDGE,4,0.694,0,,,1+31,,,R1,T,10,06/03/2010
FLR-00592,RIDGE,5,1.1040917,9999,,,5R3,,,R2,ZZZ,13,12-04-2016
FLR-00593,RIDGE,8,1.8624,0,,,8-SMUDGE,,,R2,K,5,02/06/2012
FLR-00594,LAMP,5,0.812872,1,N-048,42.5789,,2,0,,,,
FLR-00595,LAMP,5,1.1110836,3,N-005,3291.3883,,2,0,,,,
FLR-00596,RIDGE,5,0.974,5979,,,1+1+3,,,R1,J,4,31/01/2009
FLR-00597,LAMP,5,1.2267495,3,N-005,3304.8732,,2,0,,,,
FLR-00598,RIDGE,4,0.5306,5722,,,4D,,,R1,F,3,23/03/2008
FLR-00599,RIDGE,5,1.171,0,,,5R3,,,R2,P,7,05/03/2011
FLR-00600,RIDGE,6,0.3357,0,,,6i,,,R1,A,1,02/03/2015
FLR-00601,LAMP,4,0.377682,5,N-003,17348.0777,,0,0,,,,
FLR-00602,LAMP,5,1.010531,2,N-011,1959.3859,,2,0,,,,
FLR-00603,RIDGE,5,1.1473616,0,,,5R3,,,R2,ZZZ,13,12-04-2016
FLR-00604,LAMP,8,0.3360262,3,N-040,217.7204,,13,1,,,,
FLR-00605,RIDGE,5,1.4376667,0,,,1+1+3,,,R1,U,11,19-03-2015
FLR-00606,LAMP,5,0.3776803,3,N-003,17275.3645,,4,0,,,,
FLR-00607,RIDGE,5,0.361,0,,,5R1,,,R1,R,8,10/04/2008
FLR-00608,RIDGE,5,0.9694875,0,,,1+1+3,,,R1,J,4,24-04-2014
FLR-00609,LAMP,5,1.3567,1,N-006,8639.6566,,2,0,,,,
FLR-00610,LAMP,5,0.9263667,1,N-004,24975.4854,,2,0,,,,
FLR-00611,LAMP,5,0.3201583,1,N-041,4493.5077,,2,0,,,,
FLR-00612,RIDGE,5,0.7578917,6070,,,1+1+3,,,R1,F,3,19/03/2015
FLR-00613,RIDGE,4,1.5901361,0,,,4-SMUDGE,,,R2,ZZZ,13,12-04-2016
FLR-00614,RIDGE,7,1.2627,5978,,,7-SMUDGE,,,R1,J,4,31/01/2009
FLR-00615,LAMP,5,0.759325,1,N-003,15492.4026,,2,0,,,,
FLR-00616,LAMP,5,1.3393583,1,N-011,798.2295,,2,0,,,,
FLR-00617,RIDGE,5,1.1717,0,,,5R3,,,R2,K,5,02/06/2012
FLR-00618,RIDGE,5,1.043,0,,,5R3,,,R2,K,5,02/06/2012
FLR-00619,LAMP,6,1.0079768,2,N-003,15655.1602,,16,1,,,,
FLR-00620,RIDGE,5,0.337,0,,,5R1,,,R1,T,10,12/03/2010
FLR-00621,RIDGE,4,0.796,0,,,1+31,,,R1,V,12,04/02/2010
FLR-00622,RIDGE,5,1.274,5727,,,1+1+3,,,R1,F,3,12/02/2010
FLR-00623,RIDGE,5,0.232,0,,,5R1,,,R1,D,2,26/02/2010
FLR-00624,RIDGE,5,1.253575,5560,,,1+1+3,,,R1,F,3,31/03/2015
FLR-00625,RIDGE,5,1.2217333,5560,,,1+1+3,,,R1,F,3,31/03/2015
FLR-00626,RIDGE,5,1.3249786,0,,,1+1+3,,,R1,A,1,02-03-2015
FLR-00627,RIDGE,5,0.9328,5586,,,1+1+3,,,R1,A,1,02-03-2015
FLR-00628,RIDGE,4,0.4803,5722,,,4D,,,R1,F,3,04/03/2010
FLR-00629,RIDGE,8,0.294,5126,,,8i,,,R1,V,12,26/01/2010
FLR-00630,LAMP,4,1.067342,2,N-002,13857.7286,,0,0,,,,
FLR-00631,RIDGE,5,1.0919565,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-00632,RIDGE,5,0.317525,0,,,5R1,,,R1,A,1,16-04-2014
